GB_ACC,logFC,P.Value,adj.P.Val,direction,Gene_Symbol
AB004574,0.0797035651189519,0.631822498161244,0.746226584404893,ns,DNASE2
AW418579,0.0797016097766932,3.5098120556115e-07,6.15942692137246e-06,ns,MAGIX
NM_001022,0.0796938340305431,0.677104665123043,0.780273402185279,ns,RPS19
BC018672,-0.0796856957675343,0.034182848247151,0.0931411411126906,ns,INTS4
AI125308,0.0796803587367454,0.656296797609636,0.764560700930823,ns,CHRM3-AS2
M55580,-0.0796743832523266,0.155335896324891,0.283496835516351,ns,SAT1
AI820647,0.0796531916083505,2.56904494585547e-05,0.000246291553268645,ns,NA
AI675757,0.0796531680616148,0.224799450970906,0.369632456671105,ns,LOC100506125
BE972419,-0.0796466382932488,0.806967529194892,0.874041443653973,ns,LOC100190986
BF111276,-0.0796445536656445,0.580545269834809,0.706116095888475,ns,NA
AW975013,0.0796409500325526,0.689129750916242,0.789261042031407,ns,NA
NM_014956,-0.0796401312883681,0.790394049208883,0.862539518622135,ns,CEP164
NM_021137,-0.0796342323809558,0.58892127176616,0.712432327278,ns,TNFAIP1
AI373854,-0.0796244244357789,0.707631680703608,0.803081521513364,ns,AP5Z1
AI636090,-0.0796011373657954,0.847718694643749,0.902605885334537,ns,UBXN2B
NM_144657,-0.0795829366197909,0.0173423113956895,0.0560655687120577,ns,HDX
NM_000373,0.0795758199286636,1.9391556360388e-08,5.48152726454385e-07,ns,UMPS
AK098078,0.0795747752292595,0.000312050329882357,0.00209361236681391,ns,ANKUB1
R24779,0.0795696536088135,0.589666521231329,0.713128520395203,ns,TANGO2
NM_002013,-0.0795689456368116,0.534079812946222,0.668861237030637,ns,FKBP3
BF969522,0.0795687145971899,0.708822999174536,0.803909405628653,ns,NOL9
NM_176811,-0.0795554316287217,0.0828732683936911,0.180008662720624,ns,NLRP8
NM_134266,-0.0795517766098413,0.0339056219254645,0.0925427422767451,ns,SLC26A7
NM_018487,-0.0795212619032331,0.835299663130561,0.89386605035823,ns,TMEM176A
AI922200,0.079521049090586,0.549831843093991,0.681309691029774,ns,ALKBH1
N36400,0.0795174855623597,0.00149768453528952,0.00791286078102496,ns,NA
BC014432,-0.0795120044919555,0.171952592567624,0.305224893321484,ns,PDZRN3
AK055877,0.079504634167503,0.388276403674798,0.541315172028992,ns,LINC01127
NM_017533,-0.0794924911123056,0.0305668926312773,0.0857131704288329,ns,MYH4
BC035172,0.0794890482661366,4.50467741852497e-08,1.09827655293707e-06,ns,LOC101927282
NM_004939,0.0794810799600949,0.530121250163841,0.665719096872699,ns,DDX1
BF512500,0.079480567848166,0.269667714871565,0.420625565140969,ns,NA
BF590253,-0.0794621280161367,0.215162747455068,0.357925163775925,ns,NA
AW206435,0.0794556884595878,7.31414193535931e-07,1.14520422452918e-05,ns,LSM11
BC042500,-0.0794546659060189,0.0493986109449921,0.122588555438672,ns,ZNF678
N21434,-0.0794461690054424,0.0729254126205652,0.163913553968181,ns,CAND1
NM_004180,0.0794324839027141,0.763524710633415,0.843135125941237,ns,TANK
AF041336,0.0794073601706662,0.0396976710906503,0.104111069500273,ns,FOXO3
AK092271,-0.0793949562189367,0.386614291247357,0.539562667072776,ns,AX747444
BC037880,-0.0793835014458244,0.00593112007234284,0.0244557388079169,ns,LINC00507
BC004369,-0.0793670825962129,0.627761138971319,0.742869398684602,ns,APP
AL162040,-0.0793651269580087,0.0897578633505615,0.190915689297925,ns,NA
NM_015698,0.0793588968741119,0.627815817448261,0.742896566600261,ns,GPKOW
AA074729,0.0793495444349848,0.662553133616983,0.76915258664706,ns,LEO1
BC033702,-0.0793267324756788,7.5688959796067e-10,4.38731691673216e-08,ns,NA
AA400740,0.0792783115715676,0.0288169290081208,0.0820231898639965,ns,CCDC155
BE501791,0.0792577901102103,0.161502140742656,0.291829357371396,ns,SCTR
AK091705,0.0792546957456732,0.021495207737165,0.0659023061892882,ns,AX747140
NM_013995,0.0792508201368971,0.668019201700763,0.773442995664182,ns,LAMP2
AF006516,-0.0792323407491651,0.550222660589088,0.681699413855532,ns,ABI1
AF151026,-0.07922539701479,0.728871799503076,0.818192341087778,ns,LARS
NM_003520,-0.0792226273839289,0.00860386161885486,0.0327649881173224,ns,HIST1H2BN
BF507379,0.0792062453546301,0.125234335070528,0.242816868718953,ns,MIR4697
BF432206,0.0792061786230933,0.0767439300603764,0.170072721523687,ns,INSC
AF411819,0.079197391154529,0.325617297514729,0.479841809745599,ns,CATSPER2
NM_004963,0.0791893651919637,0.354702979667789,0.508836191977855,ns,GUCY2C
AL136793,-0.0791637889882835,0.446540757717934,0.593934008798088,ns,ANKRD20A1
AW086493,-0.0791620261408603,0.460238883782906,0.606532389538864,ns,LOC101926912
NM_006459,0.0791463467935731,0.46472072425076,0.610487405611978,ns,ERLIN1
NM_018891,-0.0791382643196163,0.638886178611792,0.751690092360538,ns,LAMC2
NM_152578,-0.0791334162845971,0.0331205126248158,0.0909544202734986,ns,FMR1NB
AU121035,-0.0791248967140072,0.0525173228795978,0.128236097398886,ns,SP1
AF161441,0.0791137225465022,0.363733451283414,0.517481829133328,ns,SMIM24
AI439157,0.0791117584495904,0.621969876148789,0.738732103393006,ns,RSBN1L
AI732331,-0.0790927543610258,0.0173629172191145,0.0561056149392047,ns,NA
AC007228,0.0790646483177542,2.60663715550476e-05,0.000248918123751672,ns,ZFP28
AI419968,-0.0790632078294733,0.152680892147218,0.279994286356637,ns,NA
AK025812,-0.0790479644654956,0.311219881762375,0.465164657015479,ns,ZMIZ1
AW028188,0.0790464980235299,0.225088664164725,0.369940931596741,ns,FAM122C
AK093960,0.0790364415862159,1.57580798758943e-09,7.45104775984603e-08,ns,NA
BC041966,-0.0790302457440482,0.456669150437507,0.603208905821052,ns,NA
AW572853,-0.0790285965669182,0.0804387699644726,0.17614990753718,ns,NA
AK026189,0.0790244528039423,0.321807061759785,0.475824129268336,ns,CASC15
AI138418,0.0790187305021375,0.592134988371507,0.715067775761289,ns,NA
AL021366,0.0790185122535343,0.00185122876649741,0.00942809780485164,ns,SYNGAP1
BC043585,-0.0790104407416297,0.310951858166014,0.464878560909404,ns,C14orf64
AK000110,0.0790073844303834,0.365603425098576,0.519371029417035,ns,USP48
AI190616,0.0790052773575134,0.038731951892342,0.102241195258179,ns,LOC101929122
AI591354,0.0790025809173152,0.803229344648219,0.871444320379697,ns,HNRNPF
AW269447,0.0790016971219769,0.185780688183734,0.32233784853645,ns,NA
AI949662,0.078990834017155,0.665607586348863,0.771550433273983,ns,FAM177A1
AI356682,-0.0789836063334266,1.81341005729927e-05,0.000181883863102452,ns,SOX2
AL117629,0.078971732375742,0.510664780075488,0.649365177290273,ns,POC1A
BC037921,0.0789707503604444,0.0375626922119511,0.0999128828059267,ns,NA
AI668588,0.0789694535491532,0.285181182167405,0.437120401395131,ns,SPTAN1
AF274954,-0.0789637352026613,0.336658697450067,0.49068431929118,ns,WDR1
NM_016019,0.078956976059704,0.567153900476371,0.695653587124449,ns,C7orf55-LUC7L2
U76549,0.0789492568777401,0.882560355466191,0.926588271234479,ns,KRT8
BE349584,-0.0789458133340322,0.682497950799552,0.784287440021376,ns,CAPN7
BF438568,-0.0789393453563993,0.000421291099134553,0.00270618334474657,ns,UFSP1
NM_002936,0.0789136251692675,0.678024144863138,0.781000430255141,ns,RNASEH1
U10473,-0.0788854050871954,0.0174214146532714,0.0562542153300312,ns,B4GALT1
AW451954,-0.0788630058953768,0.780778571583917,0.855465144546343,ns,AAK1
AI346280,-0.078860558194616,8.23304108345104e-06,9.23646410621429e-05,ns,STARD13
BE671156,0.0788513338955306,0.28611278490224,0.438154829282319,ns,MAPRE2
BG721449,-0.0788473181989415,0.0284618907797968,0.0812625073796027,ns,LOC101928207
NM_144694,-0.078816472519625,0.769464524968501,0.84711103880019,ns,ZNF570
AL833609,-0.0788102658301253,0.478259207693872,0.622270217510493,ns,SLC25A53
U61087,-0.0788094965358077,0.00569511257300209,0.0236450648433452,ns,NA
AW471195,0.0787765152154005,0.676820086487338,0.780077143831948,ns,NA
NM_003181,0.078772960293247,0.0369244362568563,0.0986283007578837,ns,T
AA102667,0.0787727657684139,0.738924682770377,0.82539556058063,ns,LINC00963
AF086391,-0.0787716142023376,0.736443699581481,0.82379664424324,ns,NA
BC029790,-0.0787615084218753,7.24061376682413e-10,4.24282875158333e-08,ns,NA
BF125564,0.0787576906657348,0.797931504876866,0.867831628191343,ns,NA
AL355092,0.0787203927709261,0.0479604095685815,0.119831760297235,ns,PARVG
AI393356,0.0787141098040367,0.337193564606061,0.491174369279967,ns,FCRLB
NM_014134,-0.0787053975719396,1.5291025948803e-08,4.51887878864706e-07,ns,LOC100127886
AK096399,-0.0787001826152354,0.130873124699037,0.250424790973986,ns,FLJ39080
BG677577,-0.0786951440786843,0.0144717813271876,0.0489258012641883,ns,RDH10
U51628,-0.0786907692453052,0.0063916509691261,0.0259490956271843,ns,NPAS1
AF086377,-0.07868534752502,0.0767701539852342,0.170107859763687,ns,NA
AI743120,-0.0786665257525136,0.703438456612675,0.799935126100739,ns,NA
NM_031221,-0.0786596718038997,0.783574475387278,0.857341684183304,ns,FKSG49
NM_001346,0.0786554138809055,0.103856272299771,0.211938666732958,ns,DGKG
AF062530,-0.0786552295320906,0.556212286782663,0.686627975091808,ns,NUDT3
NM_001686,-0.078647004161235,0.586681417565968,0.710809128084351,ns,ATP5B
AI697701,0.0786431348601182,0.0301987740629216,0.0849732416867607,ns,CELF4
NM_024768,0.0786352647963628,0.525724493458221,0.662031171961989,ns,EFCC1
BE544096,0.0786265719008545,0.861301007932842,0.912145128550883,ns,UBE2Z
BC039507,-0.0786264251779674,4.98951565150601e-07,8.32292053377208e-06,ns,LOC101927606
BE670593,0.0786207096677356,0.395741767357852,0.548391188772535,ns,NA
NM_016008,-0.0786020370172977,0.739700791689651,0.82600199023753,ns,DYNC2LI1
AF032111,-0.0786018740970995,0.00509945141761851,0.0216323440901996,ns,ZNRD1-AS1
AL832634,0.0786013697876662,0.00644265541482819,0.0261169620865048,ns,KIF6
BG109988,0.0785908913452378,0.752382583258287,0.834941614837526,ns,FBXW2
NM_022574,0.0785694710466869,0.541146653312002,0.674694477029618,ns,GIGYF1
NM_030895,0.0785540051250466,0.62650095664157,0.741903307712088,ns,ZNF696
BC016998,-0.0785449708652823,8.11128063549046e-08,1.80146957847109e-06,ns,NA
AU146731,0.0784889975562666,0.755064053156023,0.836979644698585,ns,NA
AF145020,0.0784874967687852,0.713904682339048,0.80735501728728,ns,PLAA
AB041844,0.0784742316223954,0.720081831289364,0.811879702964739,ns,DIO2
NM_004941,0.0784739429479613,0.647049804050855,0.757989223487604,ns,DHX8
AC007320,-0.0784645833113378,0.00144683803985764,0.00769011193261262,ns,LOC100652931
AB051440,0.0784640843068265,1.19787071340619e-10,1.19322168867832e-08,ns,LOC440792
AL137495,-0.078457968250651,1.10596925299413e-12,4.54137585065929e-10,ns,NA
AA604601,-0.0784349803587263,0.336452574390913,0.490465930830167,ns,NA
NM_000341,-0.0784305825129743,8.0946926580458e-07,1.24985990990629e-05,ns,NA
BC013009,0.0784210354508916,0.0830135401045268,0.180227329188174,ns,ZMYM3
AK025011,-0.0784134712951556,0.011469328832551,0.0409215816982243,ns,NA
BG151154,-0.0784111124650306,0.0904925557615667,0.192001046039078,ns,RP11-4M23.7
AA769006,-0.0784097576790841,0.258248513017002,0.408271125818426,ns,POLG
NM_000770,-0.0784012384260153,0.021789248630938,0.0665832719047345,ns,CYP2C8
AF113688,-0.078395178429409,0.0353427358027893,0.095449155889513,ns,NA
AI740515,-0.0783700516502503,0.00220635985973887,0.0108986913006439,ns,FAM134B
AL050153,-0.0783666756721089,0.070483600098264,0.159864524464671,ns,LOC100287387
AL136830,0.0783500918345883,0.678953640651733,0.781704316289002,ns,FOXK2
T59538,-0.0783316915131627,0.627863895506548,0.742921263683222,ns,NA
NM_001971,-0.0783066054687049,0.0141163867629132,0.0480211210992493,ns,CELA2A
AI338045,-0.0783042820980739,0.775058946042172,0.85109370290347,ns,MRPL44
BF447692,-0.0782954576820591,0.000372545534635666,0.00243371163672938,ns,NA
AF267856,-0.0782920648167771,0.651414453543628,0.760996291365821,ns,LOC101928189
NM_030923,0.0782862848962504,0.67280207494427,0.777257593818317,ns,TMEM163
AL117480,-0.0782695715315773,0.6770983434177,0.780273402185279,ns,TRPC4AP
BF195936,-0.0782541689148069,0.607222423792122,0.727034797767285,ns,PALM3
AI539370,0.0782507052592063,0.401961120295515,0.553903478570321,ns,LRRC73
NM_005730,0.0782481349295931,0.520149838985048,0.657446379292965,ns,CTDSP2
AL119189,-0.0782452397599998,0.40112013165674,0.553197263203045,ns,NA
AB072358,-0.0782217853143603,0.00232896554482353,0.0114022227969025,ns,SSH2
NM_022304,0.0782167942395358,0.0768710625967629,0.170276185017117,ns,HRH2
NM_019003,-0.0782106078534706,9.10875451653046e-10,4.97954364776054e-08,ns,SPIN2A
AF026303,0.078197675158667,0.290068195170195,0.442400981423979,ns,SULT1C2
AI478850,-0.0781947152988751,0.11533329000784,0.22864443760702,ns,NA
AA463626,-0.0781784101320229,0.846983702512946,0.902034339807713,ns,LOC101929777
AK097809,0.078173609293573,0.313803325797896,0.467711563791014,ns,IGSF3
NM_015601,0.0781708784459605,0.726366209235827,0.816420729877293,ns,HERC4
AW665048,-0.0781650237723222,0.0701302925619489,0.159345384743124,ns,TWF1
BM128807,-0.0781545968609549,0.524706961286678,0.661339055544643,ns,NA
AW188326,-0.0781484437429802,0.17509230292693,0.309059985124383,ns,CCDC171
BC017303,0.078112308177269,0.03925882007629,0.103282525209616,ns,VIL1
AL832776,-0.0780941470925884,0.0615010028638471,0.144530929446331,ns,USPL1
BE302305,-0.0780876422799945,0.859373890579236,0.910771890438839,ns,TLE1
AI253162,-0.0780823603937426,0.0139293751303024,0.0475304569816435,ns,TINAG
BF512068,0.0780436190199958,0.108121321501265,0.218349655406153,ns,TLR6
AA496222,0.0780210549021572,1.63333144581435e-07,3.20291311491056e-06,ns,NA
NM_015703,0.0780020898930416,0.0141797175345674,0.0481919791969214,ns,RRP7A
NM_022568,-0.0780008101301157,0.821977270227211,0.884963227120583,ns,ALDH8A1
NM_025191,0.0779895957426486,0.76164605748598,0.841713062800636,ns,EDEM3
BE326710,-0.0779600309874455,0.178132822554977,0.312708705824332,ns,SPX
AA573862,0.0779488177869663,0.724991415717389,0.815330627957343,ns,HLA-A
H04790,-0.0779471620873333,0.691197075864554,0.790839392947936,ns,TTBK1
AF075067,0.0779439289024828,0.0919283867548899,0.194208540708089,ns,NA
AI913123,0.0779271796981469,0.770452181512604,0.847666117698861,ns,ARID1B
AI203293,0.0779258120793336,0.262696167953909,0.413007047829888,ns,LOC729683
AV741116,-0.0779238037436296,0.0516409972216674,0.126669098688711,ns,ZDHHC21
NM_003476,0.0779219233277511,2.03154090147031e-09,9.07183509828276e-08,ns,CSRP3
AI871234,0.0779206413817417,0.101819148974169,0.208984109400416,ns,TCF3
AF035278,0.0779195382824125,0.0838727274233686,0.1816305667462,ns,NA
BC012486,-0.0779119966905695,0.233678315244954,0.379851588846405,ns,KRTAP2-3
AF163473,0.077907324285249,0.00276210477967129,0.0131193971414322,ns,PPP2R1B
AF305057,0.0778991888546265,0.807431887790808,0.874356023527084,ns,ENOSF1
NM_015865,-0.0778982361269098,0.0542478604307117,0.131444979888303,ns,SLC14A1
BC035337,-0.0778947339516365,0.0285425431361853,0.0814459432727148,ns,NA
BG533388,-0.0778917793708152,0.358505469464967,0.512360933699701,ns,SEC16B
AW444712,0.0778839415965393,0.0989983012069804,0.20495441794213,ns,NA
BC003390,0.0778738365807268,0.72581444727276,0.815967895776102,ns,POMP
AA528339,-0.0778336492230771,0.027217266390285,0.0785258898712363,ns,LIPI
AK074461,-0.0778247717899001,0.508839717393371,0.64782878324329,ns,VRK3
NM_005665,-0.0778235616701082,0.434338973277687,0.583281299328941,ns,EVI5
BC041921,-0.0778191374309913,0.028176053911749,0.0806257441951638,ns,NA
NM_012181,-0.077816415552038,0.254101918745391,0.403620152650864,ns,FKBP8
AF130060,-0.0777913187970607,0.0489847258774046,0.121804982668246,ns,HEMGN
AA768906,-0.0777606907131236,2.45241717987851e-10,1.96383958130066e-08,ns,TCF3
AI984541,0.0777529493980644,0.788640153850398,0.861233945839611,ns,CCDC134
AK098125,-0.0777252008381233,0.000484368086233627,0.00304545179524258,ns,LOC100996506
BC011231,-0.0777114395644083,0.336594814854149,0.490625545407216,ns,NA
NM_016180,-0.0777036868540275,2.11650010659266e-05,0.000208042513177367,ns,SLC45A2
BG165743,0.0776994443066406,0.270317909038624,0.421314839221643,ns,HOGA1
NM_017490,0.0776964027561837,0.335876878486045,0.489819326677839,ns,MARK2
W80619,-0.0776749997455366,0.580095185537063,0.705807499380848,ns,NA
BC037908,-0.0776718208790483,0.0178884208196232,0.0573759515018548,ns,LOC645513
BC014345,-0.0776681118018048,0.0156122796906119,0.0518412738337318,ns,LOC101929210
S67777,0.0776548303044993,0.175108787315733,0.309079092520415,ns,ESR1
AW134608,-0.0776454513465872,0.47649904862973,0.620645337725151,ns,IGHD
NM_018360,0.077613095781528,0.0150548163331768,0.0504100971430893,ns,TXLNG
AI744735,-0.077611738922899,0.623402024392531,0.739915595064975,ns,LUC7L
AI307799,0.0776113382447448,7.33041563290357e-06,8.34903000958838e-05,ns,SULT1C2
AA503877,0.0775991458740695,0.0692825696631581,0.157897320491437,ns,NA
AI377041,-0.0775972605708253,8.15652117206937e-05,0.000660124615842064,ns,MYADML2
NM_017833,-0.0775845916882916,0.581919748600782,0.707137165938587,ns,DNAJC28
AF302110,0.0775832735166446,0.751487528633349,0.834268170940625,ns,AASDHPPT
NM_016202,0.0775808026670415,0.737636845003481,0.824543484313173,ns,ZNF580
BC039525,-0.0775786547895745,0.0164682427507847,0.0539099767037468,ns,C3orf65
AU154368,0.0775755135064626,0.717728298698102,0.810246513359643,ns,USP36
AW955956,0.0775702006436463,0.310763278813638,0.464770969858311,ns,CEP152
AW245946,0.0775567017149368,0.294318774582612,0.447235148477468,ns,STK32C
AI694325,-0.0775566206474867,0.63789033987159,0.750977713065752,ns,PLCXD3
AF083395,0.0775518445907255,0.111701941874741,0.22350619739156,ns,PLAA
BC010432,0.0775380036237898,0.259429101894355,0.409521101302321,ns,NA
AI631850,0.0775356560282741,0.119931530367196,0.235451876325752,ns,GATA3-AS1
NM_014100,-0.0775332623507716,0.00786893873119903,0.0305820665408192,ns,PELO
BC001517,0.0774979808290079,0.13645109345017,0.258355414179523,ns,ACOT11
BF110131,-0.0774827177087549,0.0878228226735268,0.187838482598469,ns,NA
NM_022001,-0.0774673644357795,0.453460952211338,0.60030210362917,ns,SMAD5-AS1
AA100674,0.0774647661980565,0.255196998702543,0.404806229926573,ns,NA
AF005068,0.0774514126972641,0.0221066152970801,0.0672950820047456,ns,BRCA1
AF261090,0.0774461485029683,0.63502222513705,0.748827948554611,ns,NDUFB9
NM_012222,-0.0774278707522793,0.723528443806933,0.814430247074364,ns,MUTYH
NM_004713,0.0774274807395319,0.577487489695671,0.703966913099413,ns,NEMF
AW086205,-0.0773979615133933,0.0461901880999429,0.116454959409786,ns,NA
NM_000908,0.0773864348249629,0.433494554050684,0.582540307095719,ns,NPR3
H24355,-0.0773780322759507,0.0172718888344462,0.0558775940356384,ns,COL20A1
AW086116,-0.0773589535309238,0.372661379915975,0.526698479370388,ns,NA
AW970089,-0.0773545289533129,0.861577441916869,0.912310548227973,ns,NANOS1
AL560266,0.0773540391029077,0.61091831429934,0.730058913866375,ns,FCRLA
AW138143,0.077324549606911,0.889094952847787,0.930774270149133,ns,NA
AI361850,-0.0772978044507537,0.117848208184079,0.232465657500438,ns,ALOX5
NM_005132,-0.0772874707868798,0.679797996144164,0.782274306253393,ns,REC8
NM_018439,0.0772855629634481,0.685201408776813,0.786467382726888,ns,IMPACT
AI806370,0.0772736765870046,0.501124428918576,0.641314079730985,ns,NA
AF116715,-0.0772646334953984,0.231215274125429,0.376992379931693,ns,NA
AI793205,-0.0772364797748324,6.71181589573253e-07,1.06494015547252e-05,ns,NA
NM_016940,-0.0772295751270473,0.730143524142692,0.819165296109225,ns,RWDD2B
AA429598,-0.07722862116518,0.564349591659268,0.693502055449695,ns,SMIM6
NM_001418,-0.077214523136627,0.412129121615633,0.56330983378703,ns,EIF4G2
NM_024902,-0.077186536789994,0.165072274577692,0.296314368795165,ns,DNAJC22
AI261467,0.077183305841424,0.586848559938501,0.710872845503362,ns,IKZF4
AI341321,0.0771745821529919,0.764481104260672,0.843702264261657,ns,ZNF605
BF475372,-0.0771718476729468,0.750922650904521,0.833924449182331,ns,PPP1R3F
AI984620,-0.0771645030016757,0.786873616046517,0.859917733084173,ns,VTI1B
AI827993,0.077156799612164,0.403495660820247,0.55524752499247,ns,RP11-108K3.2
