GB_ACC,logFC,P.Value,adj.P.Val,direction,Gene_Symbol
AI984221,-0.874939400166434,0.0440783466775277,0.112425310438064,ns,COL5A3
AA005023,0.874938490758931,0.0115376707566272,0.0411216349952153,ns,NLRC5
D49372,0.874634182422757,0.00275492200782319,0.0130921123923815,ns,CCL11
AI478771,0.874600617244369,0.0110082726038514,0.039664497704964,ns,ZNF148
AK026142,-0.87457757203581,0.00537385429610818,0.0225478107462628,ns,GATAD1
NM_016446,-0.874562095919783,5.58007826923584e-09,1.99832665257559e-07,ns,TMEM8B
NM_000234,0.874550026621694,0.000364842273817712,0.00238950520625351,ns,LIG1
BF115518,-0.87454465225056,0.00424399276469322,0.0185978862724615,ns,DNAJC5
AI032582,-0.874392279645185,1.02427021538544e-05,0.000111720529803965,ns,NA
AA700485,0.87437144184007,0.00542864920259627,0.0227456324596687,ns,AP3M1
AA020784,0.874365456047057,0.0167687600675408,0.05468396092247,ns,UCHL5
AA009947,0.874167809191267,0.0195504495167087,0.0613202790866076,ns,NSMCE4A
BC004479,0.874041412059242,0.00345100149636614,0.0157299667325173,ns,MAGEA11
BC000733,-0.873968384915321,0.0217571889710924,0.0664964665777755,ns,EIF3G
BC004183,0.873847852412105,0.000531774961029867,0.00329732930895419,ns,MCMBP
R54683,0.873618154762647,2.06474485508762e-05,0.000203614862352654,ns,MCM6
M36532,-0.873612986609194,0.183509821374998,0.319610354139515,ns,CA2
AU147402,0.87357601532659,0.000731327700163296,0.00432906998580296,ns,CALD1
AK026408,-0.873553891522508,1.85657193037697e-07,3.57647135215794e-06,ns,BMS1P20
AF157324,-0.873369111161741,1.40082816810612e-09,6.788236800779e-08,ns,RER1
NM_006058,-0.873343945000469,9.36777082825673e-05,0.000742959727336022,ns,TNIP1
AA233912,0.873255093949591,8.9508361124132e-05,0.000715713049205303,ns,PYGO1
NM_153836,-0.873157582224332,0.00582952775555138,0.0240947935333981,ns,CREG2
BE737251,-0.87312357801879,9.60805563389424e-06,0.000105769954108822,ns,AGPAT3
AI590055,-0.873097979309478,9.55648113207267e-05,0.000755621983590393,ns,NA
D42040,0.873086988168014,0.00104934630388594,0.00587040717789537,ns,BRD2
NM_007260,-0.873002041579291,0.000180999620500494,0.00131065132251305,ns,LYPLA2
AW183478,0.872756914163735,0.001184424699271,0.00650361814812862,ns,STK17A
NM_020188,0.872718469018507,7.60623679480401e-08,1.70805678484635e-06,ns,CMC2
NM_001157,-0.872653666755021,5.91656185749266e-05,0.000502052816537052,ns,ANXA11
NM_030963,0.872574306732979,0.000172341458054681,0.00125745945874954,ns,RNF146
BE048349,0.872482562189311,0.00279060106253561,0.0132259911332342,ns,ADHFE1
AI830490,0.872423610772505,0.0300576053883328,0.0846719968573282,ns,GK
AW025261,-0.872374188112726,0.0123543290692198,0.043314307854998,ns,RALBP1
AB015653,0.872309224162387,7.10568394606338e-06,8.11676882130013e-05,ns,CASP9
AB011139,0.872291820697498,3.02717987370156e-06,3.88813204239095e-05,ns,OPA1
AI674759,-0.872239084513488,0.000615648246014734,0.00373167565589375,ns,MAPKBP1
AJ276230,-0.872213750488844,0.035785730209258,0.0963408692498599,ns,PLD1
H27225,-0.87215559470373,0.000213997439200627,0.00151092981862493,ns,C10orf76
NM_015996,-0.87211889455692,0.0077613028913783,0.0302611576216779,ns,SIDT2
NM_005491,0.872063430778227,0.000182287120620436,0.00131840107514818,ns,MAMLD1
AL572015,-0.871991622076778,0.000488028477901949,0.00306458540458309,ns,MTMR10
AU149447,0.871688871062409,5.8417746849531e-07,9.51496692124496e-06,ns,ZNF200
BM666010,0.871677807563475,0.153673804366081,0.281266618934865,ns,GNG4
AF348700,-0.871563410081015,2.00776209834657e-07,3.82855836162713e-06,ns,UBA52
NM_025079,-0.871452844199545,0.04579090407993,0.115637595695793,ns,MIR6732
AW268719,0.871348373882112,0.0403536600759693,0.105360923542043,ns,LINC00888
N74662,-0.871272092817385,0.0324991184012152,0.089676351720168,ns,MRPL43
AK026188,-0.871218307552224,5.34167185388526e-05,0.000460642231100957,ns,PCDHGA1
BC000055,0.871202307919598,0.00506358097042406,0.0215204161507992,ns,FSTL1
BM976939,-0.871180374396483,0.0485430468611563,0.120982130161472,ns,KLHDC7A
BC006233,0.871143111418712,0.00641466980524863,0.0260232032442463,ns,KHK
AL518627,-0.871086936402724,0.00433079652317565,0.0189168831896498,ns,HMGCR
AI697401,0.871083989468607,5.17493188250736e-06,6.18556697087709e-05,ns,TJAP1
BG107767,-0.871012638296131,2.57897688372728e-06,3.38567022769244e-05,ns,CCDC12
NM_024747,-0.870818489903131,3.40087467845714e-06,4.30333570005977e-05,ns,HPS6
AI568925,-0.870806874120535,0.0557019978064583,0.134052492231265,ns,ABCA5
AV708512,-0.870801615324638,0.0150621563111872,0.0504261407664131,ns,PIGN
AI912696,-0.870794843813572,0.000182827848054275,0.00132178677068945,ns,MAGEE1
AI014573,-0.87079360371187,0.0352649883360962,0.0952957351805652,ns,PPID
AI632304,0.87071726282398,0.0199764403039799,0.0623377712314297,ns,TTF1
BE966604,0.870536421097468,0.0239749814961456,0.0715333077168378,ns,SAMD9L
NM_000494,-0.870510185810874,0.0382095831985562,0.101250043856458,ns,COL17A1
AW516242,0.870462341830168,0.000675466345337047,0.00404265682387859,ns,UBA5
AW978375,-0.870362915893275,0.127225319102012,0.245554286146273,ns,OSBPL8
BF512200,0.870289750441263,0.0284552593582864,0.0812535140048854,ns,MBNL1
BE670097,-0.870202620555992,0.0179614844754991,0.057539333156994,ns,RCAN3
AV717094,-0.870176490356545,0.0428955562952626,0.110206285738965,ns,GPR39
AU151944,0.870056518448798,0.000734329305519895,0.0043454248956938,ns,NA
AK025063,-0.870017848049294,0.0132329593915498,0.0456896760536223,ns,FAM84A
AA894611,-0.869978605207545,0.000656330525974345,0.00394065292601549,ns,HSD17B1
NM_000426,-0.86995682400963,0.110744479693135,0.222062280418607,ns,LAMA2
AI972498,-0.869937238233772,0.0506320982769764,0.124821504229699,ns,GGTA1P
W60802,0.869926623122394,0.0235849010920617,0.070666714398462,ns,MIIP
AF055078,-0.869910745573661,0.00288014610796983,0.0135609465811326,ns,MZF1
R28370,-0.869892373553154,0.000692798461811857,0.00413370505789697,ns,CPM
AW268594,0.86988209864704,0.000140295356514898,0.00105434846640266,ns,CEP78
AI537887,0.869699971614672,0.000506447823806108,0.00316243254076412,ns,STOM
BC002794,-0.869680254750002,0.0815503954645905,0.17788124062355,ns,TNFRSF14
AI378044,-0.869662847576039,0.103648150658685,0.211624661728831,ns,UGCG
AK022067,-0.869393778189454,0.0179320842901774,0.0574620031296991,ns,NA
BU685917,-0.869369001485074,5.42903425065066e-05,0.000466922594536668,ns,SHB
AW958593,0.869300657950895,0.0649596394792217,0.150540642912617,ns,LYAR
NM_003587,0.869237388707631,0.00186280955264358,0.00947240391978807,ns,DHX16
AF162666,0.869199572271947,7.40427698744508e-06,8.42612584111978e-05,ns,TLK1
M59916,-0.869152654854031,5.77600294388693e-05,0.00049211364863416,ns,SMPD1
NM_002859,0.869149061236559,0.0795101521996508,0.174620867036946,ns,PXN
AI760356,0.869141143398899,0.1313267271203,0.251099203452753,ns,ZBTB20
BC024235,-0.868975459021997,1.00511967758482e-09,5.34562217922301e-08,ns,LCN8
NM_025252,0.868841342741719,0.0734920946804458,0.16489826486373,ns,RAPH1
NM_002332,-0.868823992124864,0.0112475127552858,0.0403296181540559,ns,LRP1
NM_005774,0.868813231147645,0.00283389664806993,0.0133860966067214,ns,ZNF224
AI347918,-0.868585950261583,0.11917694569843,0.234367164863648,ns,PRR15
NM_005766,0.868541381440147,0.0914811322196878,0.193465732416117,ns,FARP1
R33735,-0.868399448184062,1.26055991853466e-07,2.60374276970247e-06,ns,NA
NM_024563,-0.868284971626213,0.140555160795762,0.263712347002162,ns,NPR3
BE966018,0.868240901497765,0.00259425828572784,0.0124564997150039,ns,RLIM
NM_017577,-0.868119553280879,0.0185725251505434,0.0589987554248115,ns,GRAMD1C
AV723710,-0.868102864553852,0.000517108458401134,0.00321943048776346,ns,NA
AK024855,0.868100118507483,0.0219266241716203,0.0669057283430941,ns,CTSS
AI056359,-0.868073590871048,0.00198541015894923,0.0100036170320781,ns,MAPT
AW024925,0.86803803947093,0.0001949063185047,0.00139580629065004,ns,ATP6V1C1
NM_003138,0.867988082454563,9.31511673110375e-05,0.000739320549390741,ns,SRPK2
AI809511,0.867941610891833,0.00581443506632364,0.0240435937212942,ns,FAM208B
NM_014959,0.867640091071055,0.0167530116110508,0.0546489202672509,ns,CARD8
NM_016327,0.867639291054267,0.00857263182319777,0.0326756799106854,ns,UPB1
AA824369,-0.867584056762278,8.4197806009587e-05,0.000678915514484213,ns,BTRC
NM_015380,-0.867575388666804,2.62931632817089e-05,0.000250733110931372,ns,SAMM50
NM_015559,0.867451509839563,0.0159724402403789,0.0527358006679049,ns,SETBP1
AW572909,0.867434974240833,0.0290657335555602,0.0825292142388381,ns,ANKRD12
AF121855,0.867402712897688,8.29913187788336e-05,0.000670374928630149,ns,SNX5
BF681515,-0.867349216598075,1.42978758980355e-07,2.88882684579879e-06,ns,BTBD9
BF509230,-0.867224497627051,3.94071722928466e-05,0.000354729503944162,ns,VANGL1
BC006229,-0.867137946268613,1.08585785346649e-06,1.60927964589866e-05,ns,COX5B
AB032966,-0.866831686651834,7.41232241184286e-06,8.43352424745779e-05,ns,TTC7A
W73819,0.866713307886203,0.0613978400729207,0.144347735310245,ns,DDR2
AI026938,0.866683223258463,0.00151219834376434,0.00797698137235601,ns,MED30
NM_013362,0.866670095503113,3.49632171074366e-05,0.00031978666486157,ns,ZNF225
BG289456,0.866634225166379,0.000587061919650284,0.0035858642901086,ns,USP31
AB020630,0.866621516671271,0.0331015105105716,0.0909250977524318,ns,PPP1R16B
AV761453,0.866566088787387,0.10728373785661,0.21710774726954,ns,NA
NM_021922,0.866563498504836,0.00135355534795242,0.00726932030855791,ns,FANCE
BC029855,-0.866542518028927,2.45653549819756e-05,0.000237239209837424,ns,ZNF677
NM_012302,-0.866518732963407,0.0241953274475068,0.071993043659103,ns,LOC101927458
AA192936,0.866423907543197,0.0080460592103936,0.0311392863052958,ns,PHF20L1
BC000192,0.866339051378578,0.00476304492275114,0.0204789932582434,ns,DHFR
AW975772,0.866306854455169,0.0305517026331601,0.0856837742466375,ns,LRRC34
BE783949,-0.86629685975377,0.0517222167910891,0.126833344960341,ns,RABL6
AL391688,-0.866278922943081,0.0473882071260912,0.118694375150303,ns,SYTL4
BG163591,-0.866243240447826,0.00118576352050981,0.00651031498397529,ns,RDH13
NM_006963,0.866201655875463,0.0640434564447554,0.148949080542357,ns,ZNF22
NM_015710,-0.866167031514143,1.06520067027146e-07,2.26533505473267e-06,ns,GLTSCR2
AI129328,-0.866159709440057,0.00952818088871899,0.0355099319554804,ns,DPCD
NM_023928,-0.866052071583658,3.28404803651607e-05,0.000303522957214846,ns,AACS
AA701973,-0.866047907085938,0.00381031556905182,0.0170553859661197,ns,ENPP7
NM_007192,0.86603400256584,6.64577548236512e-06,7.6586988060436e-05,ns,SUPT16H
BC026299,-0.86593738364458,0.0115155261054998,0.0410587861330325,ns,NA
AI733824,0.865923213619977,0.00260993074708194,0.0125152469830877,ns,CASC7
AI262277,0.86583593585021,0.00019786964027382,0.00141332130058516,ns,LOC646903
NM_014434,-0.865738219200757,0.00138321697362355,0.00740313882599987,ns,NDOR1
BC006240,-0.865609306699127,0.00414387878941759,0.018264034567546,ns,RAB11FIP4
NM_014214,-0.865422739423598,0.0323033905575042,0.0893167455078243,ns,IMPA2
NM_000273,0.8652354834408,0.0223354130910729,0.0678347188934916,ns,GPR143
BG170541,0.865078739495861,0.0120978784716004,0.0426203997529036,ns,MET
AL049263,0.865052136372487,0.0181817831027203,0.0580679368765419,ns,NA
NM_016299,0.864960705125045,5.3017317706643e-07,8.78308043727481e-06,ns,HSPA14
AW979271,0.864793718302546,0.113125032187517,0.225519159804959,ns,NA
R39094,-0.864734538893,0.000855568251609998,0.00494603037209451,ns,ANKHD1
NM_016951,0.864626878076724,7.34038362155549e-05,0.000604281535610507,ns,CKLF
BM563673,-0.864534923483398,0.0235575412778642,0.0706002305771825,ns,NA
NM_002945,0.864454900117229,0.0594004047587715,0.140866788888195,ns,RPA1
AF204231,0.864240582485863,0.00259088827895479,0.0124414122552148,ns,GOLGA8A
BF512388,-0.864217754881139,4.08934304452779e-06,5.06420162564164e-05,ns,FAM213A
AB035175,0.864069995859189,0.0666852941653605,0.153581747153579,ns,IGHA1
AA195074,-0.864023008560268,0.00830909199844102,0.0318870382482509,ns,TIFA
U67122,0.864018453648017,0.000647496567261953,0.00389446365945783,ns,SUMO1
NM_001959,-0.863925503325898,1.38315136394938e-10,1.31142439998902e-08,ns,EEF1B2
BF344406,-0.863833320833056,6.45574531554506e-05,0.000541911495416327,ns,MRPL21
AB002282,-0.863763874429411,5.82239774025985e-05,0.000495370942185405,ns,EDF1
AW975512,0.863635714246277,0.00105296419504735,0.00588653225346718,ns,NA
NM_014876,0.863487806651966,0.00224800178571584,0.0110663531209031,ns,JOSD1
AI458973,-0.863433744974238,5.58672635180592e-10,3.48296673802713e-08,ns,RP11-120K24.5
BC001116,-0.863126504914296,0.00990848640872022,0.0366000790151801,ns,AK1
H06509,0.863092033518229,0.000181791968980179,0.00131516820796324,ns,WNK3
NM_013437,0.86303271216899,0.0113507382435088,0.0405958001108543,ns,LRP12
NM_152704,-0.863019564318733,9.16457620294198e-07,1.38759356853693e-05,ns,AMER2
NM_138474,-0.862842185831709,5.09678158975948e-06,6.1068568003847e-05,ns,NA
AF055376,-0.862768435476561,0.00121136166804004,0.00663285490040813,ns,MAF
NM_016588,0.862663743189126,0.013689137706694,0.0468982421162839,ns,NRN1
AI796334,0.862638229897553,0.0590758565750338,0.140310940033588,ns,CYP39A1
AL080063,0.862563091726978,0.000554909660131787,0.0034169896570952,ns,ZZZ3
AL539253,-0.862511934198663,2.68147975425529e-05,0.000255039452837241,ns,TMED4
NM_014661,-0.862264117055155,1.30230190099632e-05,0.000137037791366305,ns,FAM53B
AI188445,0.862020419940151,0.000110517344769121,0.000858560988602561,ns,ZC3HAV1L
AF064094,0.86201959174702,0.0689969584763807,0.157412101815965,ns,TADA2A
NM_022036,-0.861714798804875,0.00294077827395697,0.0137964714264764,ns,GPRC5C
NM_004955,0.861671285547944,1.42887003533567e-06,2.03586953404088e-05,ns,SLC29A1
AW294133,0.861670309627417,2.21839558181112e-06,2.98113282257507e-05,ns,LOC101928160
NM_007345,0.861481431376999,0.0384260661735788,0.101684405074991,ns,ZNF236
AL122121,0.861452397901272,0.000463713173015692,0.00293416377220553,ns,MTPAP
AB002438,0.861440445023204,0.0179732222490854,0.0575668046853146,ns,SEMA6A
AF254083,0.861396547472652,0.0117411560608503,0.0416651982804988,ns,PATZ1
BF316510,-0.861046442510279,0.0257444740591117,0.0754728091572422,ns,SEZ6L2
BC037359,-0.860824928221587,0.00112911426873064,0.00624322340368395,ns,LOC100505555
AI862062,-0.860801077566781,2.71171838919177e-05,0.00025742234727782,ns,NA
AI685824,0.860757551724515,0.00481383120565021,0.0206679064078501,ns,HMX2
NM_005011,0.860757077687779,0.00158105563956662,0.00827308533521626,ns,NRF1
AL096776,-0.8605891975785,0.0939840139327648,0.197307178938652,ns,RHOU
AI049962,0.860493787074123,4.27357598124393e-07,7.29857275916871e-06,ns,ZCCHC11
AA777349,0.860367129828681,0.000222898558277998,0.00156527696582696,ns,NA
NM_002770,-0.860316251477726,0.000296321787275084,0.00200210587262825,ns,PRSS2
NM_001270,0.859836981726234,0.000125820717732684,0.000960512855146467,ns,CHD1
NM_018040,0.859762836020924,0.000288769941326622,0.00195737778399787,ns,GPATCH2
BC002703,0.859746429975911,9.92878552902013e-09,3.18179491807759e-07,ns,CENPA
NM_002194,-0.859742662551348,0.00211945863530994,0.0105563150433362,ns,INPP1
AA650281,-0.859704680453174,0.103579401707318,0.211534503147912,ns,STEAP4
NM_021970,-0.859624063186111,0.00221450393137416,0.0109310107740543,ns,LAMTOR3
AL553254,-0.85952382875921,0.000230130311706863,0.00160759982610381,ns,DDX19A
BC002945,-0.859501052465033,0.0351756922408955,0.0951204427559339,ns,RABL6
NM_006139,0.859406400222283,0.0690894155393554,0.157590120321213,ns,CD28
AI610684,0.85932863328641,1.46846173182897e-05,0.000151629987824495,ns,NA
AF182413,-0.858902707987863,0.000999854468416484,0.00563927006956826,ns,THYN1
AI743607,0.85889421978943,0.0401633031524664,0.104965718550072,ns,NA
BF000203,-0.858848085369233,0.00795388973043269,0.0308600298272322,ns,RP11-382B18.4
BF971923,-0.858743741072917,0.00384877548888029,0.0171993434067768,ns,MAP3K3
R41459,0.858719178670944,0.00382904551217888,0.0171251873357321,ns,GPR158
BC033708,-0.858689396140629,0.00322821557882345,0.0148857834301706,ns,RALGPS1
AI939363,0.858418560318215,0.0284557290221861,0.0812535140048854,ns,RP11-305E6.4
N62802,0.858143936268407,1.11650737664546e-05,0.000120149393814263,ns,NAA25
AL136683,-0.858012117206893,0.00848393157816146,0.0324190424907733,ns,TMEM222
BE727883,-0.857781318140674,0.000254515196821517,0.00175613878003961,ns,MAVS
AA902767,0.857537342430664,0.0750724121489713,0.167303672796881,ns,BRD2
AI733637,0.857483318220887,0.00112598996289154,0.00622720909806539,ns,NA
AW086021,-0.857416637765397,0.0402328315206522,0.105110774389465,ns,ZSCAN31
NM_018188,-0.857347193933874,0.00100996238704523,0.00568746915278418,ns,ATAD3A
AK000161,-0.857169020106637,1.37814080184506e-06,1.97492531123496e-05,ns,WBP1L
AW268365,-0.857104619850688,0.0377507811544342,0.100302051259967,ns,ERO1L
AI768512,-0.857103437589242,0.0801791697818978,0.175707500956957,ns,WNK1
AI937206,0.856913444520789,0.0223667335038895,0.0678996340660319,ns,DHX36
BC008379,0.856905455798735,2.90891204158581e-05,0.000273904160908838,ns,DPYD
AA382702,-0.856894063830826,0.00709902033222224,0.028175784695033,ns,COX7C
NM_005932,-0.856750888027389,0.00877313297530729,0.0332865854648087,ns,MIPEP
NM_017664,0.856696967336116,0.0439139329021858,0.112142131188024,ns,ANKRD10
AA702409,0.856647295676059,0.0722473687236403,0.162787587594033,ns,NA
BF511336,0.856585983638067,0.00519617419215747,0.0219528155676814,ns,NA
BC004894,-0.856396486335706,0.00393612290570301,0.0175151536094808,ns,NOA1
NM_005124,0.856368633164989,1.13341851357081e-07,2.38349577518839e-06,ns,NUP153
BC015944,0.856360963048035,2.39149053418619e-06,3.1800942912956e-05,ns,TIA1
AW082836,-0.856189999727355,0.0305706688810679,0.0857193581969381,ns,WNK4
BE857570,0.856176284392251,0.0217620427303666,0.0665075791624796,ns,SRR
NM_024844,0.856053795611887,2.96168554589269e-07,5.3274842847553e-06,ns,NUP85
NM_006292,-0.855846300633138,0.000482553566129082,0.00303544090152126,ns,TSG101
AW025572,0.85573095426302,0.000585545934866442,0.00357860565587075,ns,HAVCR2
AA284075,-0.855706154807108,0.0216784758723024,0.0663375694970612,ns,KLC1
AI424806,0.855689836965817,0.00177804998997091,0.00913066705240068,ns,C12orf54
BG255416,-0.855681567036044,0.0105745718961731,0.0384493405436553,ns,DANCR
NM_014020,0.855621222679217,0.170174512102287,0.302984306886685,ns,TMEM176B
N50714,-0.855516106502697,0.0262777475662855,0.0765349382879606,ns,RNF150
AA565051,0.855507528881089,0.0186262441477886,0.059141573932743,ns,NA
AB007899,0.855479461001255,0.000433946044219164,0.0027734459114033,ns,NEDD4L
NM_002708,-0.855437380087665,0.0375698882867844,0.0999271567236234,ns,PPP1CA
AI246710,0.855365655883043,0.0151337274212423,0.0506246634605112,ns,NBEA
U50062,0.85535946389997,1.27674838374315e-07,2.62617388780642e-06,ns,RIPK1
BF589515,-0.855228261762418,0.00133674225959338,0.00719388106259097,ns,ANO4
NM_018262,0.855084696332588,0.0522724660186019,0.127803921147598,ns,IFT122
NM_002758,-0.85505064875623,0.029455749037016,0.0833419760728709,ns,MAP2K6
AW514168,0.854882887289945,0.0803759707109185,0.176047681416355,ns,SLC25A36
AI814092,-0.854496258206709,0.0356817071685192,0.096141155143043,ns,S1PR5
NM_006625,0.854350195635044,7.73680504018028e-07,1.20344669227959e-05,ns,SRSF10
AF289495,0.854265876442195,0.00823630471082881,0.0316633330404402,ns,CEP70
NM_002296,0.854257268354862,3.9230918630296e-06,4.88378882871291e-05,ns,LBR
NM_014149,-0.854200818855146,1.03021547590704e-06,1.53640518256995e-05,ns,WDR91
BC002506,0.854197449615841,1.46417314625966e-05,0.000151358617144098,ns,PDCD10
AF029669,0.854186413612306,0.00128923433046387,0.00698501532635152,ns,RAD51C
AA928255,-0.854008261096775,5.65656706496296e-06,6.69097026464852e-05,ns,SLC25A26
AL574900,0.85391630131022,0.00295636870245049,0.0138536967165149,ns,CMTM3
BE551139,0.853782411224981,1.09702561716092e-06,1.62274810482149e-05,ns,CAPRIN1
NM_025165,-0.853745398654674,0.054763962264619,0.132349069437899,ns,ELL3
M55905,0.853644359691917,0.0398976026071558,0.104464846638441,ns,ME2
L19267,0.853591726936012,0.0019973727698246,0.0100592511138354,ns,DMWD
NM_021575,-0.853550185214056,0.0605864996490465,0.14287980418574,ns,AP2S1
AU147079,0.853453866365141,0.0021894874401856,0.0108370605637595,ns,KRR1
D89729,0.853343552041483,9.61587706632168e-09,3.09983578630733e-07,ns,XPO1
BF904033,-0.853221039923271,0.0464850523467039,0.117060366293657,ns,RREB1
NM_003094,0.85315858513346,4.4302509499787e-07,7.50928911021685e-06,ns,SNRPE
AI936531,0.853001958161318,0.0237831618674352,0.0711092826419065,ns,PNISR
BE962483,-0.852958276001724,0.0696069997572126,0.158453048132243,ns,TRIM14
NM_002524,0.852925171149784,0.02232781187251,0.0678154045822474,ns,NRAS
BC006373,-0.852916967814222,0.00472641392713316,0.0203551489474429,ns,SRD5A1
AV757384,0.852756420233124,0.000641214086661646,0.0038639109472418,ns,RBM25
AF222711,0.852755887051435,0.000436219806606477,0.00278569601241809,ns,CTBP2
BC041694,0.852729125221772,6.72269949386465e-07,1.06620779444986e-05,ns,MYO10
NM_030796,0.852708273511951,0.000161523577369091,0.00118939512521167,ns,VOPP1
AW972359,0.852663744850255,0.127389084842522,0.245711979315093,ns,NA
NM_003930,-0.85253183424912,0.00101143519514109,0.00569517582351176,ns,SKAP2
AU154786,0.852489360488653,0.000200321901772955,0.00142911848025237,ns,CCNJ
NM_024781,0.852487085143321,0.00118071755571346,0.00648782854111873,ns,CCDC102B
NM_016208,-0.852465567234795,0.0360772962086454,0.0969490023952977,ns,VPS28
AI828967,0.852459566789618,2.01478198839443e-06,2.7364657729964e-05,ns,CBL
T97717,0.852318718615885,0.0769760335153201,0.170433355706962,ns,NA
NM_005066,0.852296367583612,0.000316418560029782,0.00211719760094419,ns,SFPQ
AW444761,-0.852049482197085,0.107903350067676,0.218062672337404,ns,CDKN2B
NM_015960,0.85193637065039,0.000195698007900756,0.00140037412283595,ns,CUTC
BE856028,0.851864261430521,8.68844463627545e-06,9.66793045886127e-05,ns,RSBN1L
NM_003483,0.851739508835332,0.0597837944352361,0.14148166423242,ns,HMGA2
AV747725,0.851693325957357,0.0022330253531571,0.0110013016314299,ns,EIF5A2
AW182675,0.851668612568495,0.0928033590517042,0.195497390468302,ns,NA
AK025329,-0.851622384283344,2.43690933518664e-07,4.51908079872829e-06,ns,RNF167
NM_005562,0.851484529888531,0.0284439378912226,0.0812409800770534,ns,LAMC2
NM_006185,-0.851465903705826,0.0446345832071068,0.113489385384799,ns,NUMA1
L22453,-0.851449830605235,0.114022288487697,0.226786336993903,ns,RNU86
AI123939,0.851312511949172,0.00180427010141067,0.00923751786334874,ns,ADAL
H71242,-0.851306827734701,0.0265669189566086,0.0771270466434515,ns,NA
AI627538,0.851154509390851,0.0219330858868774,0.0669217062148743,ns,FAM217B
AK002183,0.851091742295806,0.0352722989552815,0.0953107744715645,ns,MIER3
AB046841,0.851073100668385,0.0196200032658611,0.0614678314799491,ns,PCDHB16
AI621225,-0.850774209544882,0.00467775646796478,0.0201869864863659,ns,CIPC
NM_002122,0.850690091702938,0.05866979917638,0.139568454717901,ns,HLA-DQA1
AL049245,-0.850683861821243,0.080453101185578,0.176167163106851,ns,NA
AI733465,-0.850575076869422,0.0393594545143928,0.103477489500531,ns,COL9A2
BC001738,-0.850488596057711,0.0417240839712819,0.108030028821107,ns,UBE2G2
NM_002828,0.850349420284737,0.000830304942822109,0.00482603702025797,ns,PTPN2
T52999,0.850225032476515,0.00153293156431658,0.00806764879271673,ns,ZNF92
AW291339,0.85022235332124,1.49610346614717e-06,2.11785118187391e-05,ns,TMEM194B
BF432857,0.85016861628873,0.000502368973155347,0.00314163251241646,ns,LMBRD2
AI693281,0.850167526305571,0.000197628918315709,0.00141215597487581,ns,LOC101928954
AL553774,0.850146670847005,0.0010139356615967,0.00570455014801492,ns,KIAA1462
NM_017979,0.850059154148946,1.76315286040635e-08,5.0652849639859e-07,ns,UNC45A
BF801735,-0.850024531432481,0.019197563644385,0.0604878868811398,ns,NA
BG290058,0.849834664058728,5.98737982416681e-05,0.000507510126241227,ns,VMA21
BF034206,0.849759126007669,0.00139359490477113,0.00744773446856502,ns,SPOPL
U04627,-0.849668399096636,0.0295039608062565,0.0834351600824404,ns,HADHA
N64593,0.849659682320217,0.000263562975954405,0.00180828703590426,ns,ZNF507
BE972394,0.849627848618441,2.26546100352621e-05,0.000220974498634715,ns,LOC100506639
L33477,-0.849616972346912,0.0148145185023205,0.0497794437314482,ns,CDH12
NM_014368,0.849587829516741,1.6195864885366e-08,4.73757241020081e-07,ns,LHX6
AI869717,0.849509930015532,3.53963342680597e-05,0.000323061904554573,ns,SLC38A10
AU154401,-0.849450359057621,0.00386917319173307,0.0172636564967417,ns,THUMPD3
AL049332,0.84943836306078,0.000238016133976032,0.001655684005201,ns,BTG3
NM_000711,-0.849431829636535,0.0127758489873517,0.0444577983988452,ns,BGLAP
AA463221,0.849420016487258,2.78716580989756e-05,0.00026398800967037,ns,ANKRD36
AL512737,-0.849350278761765,0.0222911701600457,0.0677436400312578,ns,SLC22A23
AK022777,-0.849190944460521,0.0134966121995421,0.0464075100455577,ns,IVD
R45958,0.849083923827143,0.000723590609931095,0.00428559310054949,ns,RSBN1
BC000771,0.84895608189443,2.90617029816743e-07,5.25545293025886e-06,ns,TPM3
NM_014456,-0.848945304712242,0.0305463149762067,0.0856768072123821,ns,MIR4680
AK000780,0.848931062113047,0.00028994924798708,0.00196342198144059,ns,GFM1
BG330520,-0.848927177501956,0.00169505005350688,0.00876709618071514,ns,ZFAS1
AI968904,-0.848674599934012,7.86109124367814e-06,8.88304937080476e-05,ns,WDR86
AW005237,0.84863334823963,0.000127617696609719,0.000972456650014493,ns,FAM219A
AK024210,-0.848607523475819,6.48652049458746e-07,1.03581387067516e-05,ns,LOC100996255
AI357639,0.848531031965955,6.87511733444297e-05,0.000571840973173825,ns,BRI3BP
NM_006018,-0.848475506972751,0.117870802568792,0.23250182904213,ns,HCAR3
BF970044,0.848408827820731,0.00536872313330698,0.0225297430827796,ns,LOC101928963
AL833343,-0.848333265493349,1.46398710236473e-06,2.07723376517134e-05,ns,KCNK1
BC020431,-0.848325674695406,7.75144481653409e-05,0.000632946045177141,ns,CAMSAP3
NM_002937,-0.84829452020745,0.0397428161928887,0.104187965621412,ns,RNASE4
BC027623,-0.848197927943267,3.88441597662035e-09,1.49710380897084e-07,ns,CPXM2
AA576497,-0.848094823892394,0.00501537722703,0.0213620961238332,ns,ATF6
BE501881,0.848084488637975,0.00170866455965828,0.00882581080077725,ns,KLHL5
AA631812,-0.848019875453129,0.000155524383636013,0.00115191499787451,ns,ZNF814
NM_003450,-0.847963388297342,0.00150280260156072,0.00793508251755153,ns,ZNF174
